,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5153,0,1,1,0,0.5633802816901409,1,0,0,1,0,0,1,1,1,0.7592039800995024,0.4422628663743365,0,1,0,1,0,0,0,0,1,0
1039,0,0,1,0,0.5211267605633804,1,0,1,1,0,0,0,0,1,0.608955223880597,0.34551696284329564,0,1,0,1,0,0,0,0,1,0
4808,1,0,0,0,0.7464788732394366,1,0,1,0,1,1,1,1,0,0.6203980099502486,0.4940168474498038,1,0,0,0,0,1,0,0,1,0
2550,1,0,1,1,0.7746478873239437,1,0,0,0,0,0,0,0,0,0.01791044776119402,0.12362104777290561,0,0,1,0,0,1,0,0,0,1
638,0,1,1,1,0.7746478873239437,1,1,1,0,1,0,1,1,1,0.8587064676616915,0.6664954996538195,0,1,0,0,1,0,1,0,0,0
6271,0,1,1,0,0.36619718309859156,1,1,1,0,1,0,0,0,1,0.673134328358209,0.25401569351488573,0,1,0,0,1,0,0,0,1,0
811,0,0,0,0,0.971830985915493,1,1,1,0,0,1,1,1,1,0.8532338308457711,0.8344507269789984,0,1,0,0,0,1,0,1,0,0
3395,0,0,0,0,0.8591549295774649,1,1,1,1,1,0,0,0,0,0.7208955223880598,0.6424705746595892,0,1,0,1,0,0,1,0,0,0
4383,0,0,1,0,0.8732394366197184,1,1,1,1,1,1,0,1,0,0.6144278606965173,0.5794368797599815,1,0,0,0,1,0,0,1,0,0
5264,0,1,1,0,0.9577464788732395,0,0,0,0,1,0,0,0,1,0.11492537313432838,0.24411493191783987,1,0,0,0,1,0,0,1,0,0
3589,0,0,1,1,0.4225352112676057,1,1,0,0,0,0,0,1,0,0.41243781094527365,0.20848142164781908,1,0,0,1,0,0,1,0,0,0
1181,0,1,0,0,0.28169014084507044,1,0,0,0,1,0,1,0,1,0.4159203980099502,0.14047426725132706,1,0,0,1,0,0,1,0,0,0
3297,1,0,1,0,0.5774647887323944,1,1,1,0,1,1,1,1,0,0.6577114427860695,0.40996999769213016,1,0,0,0,0,1,0,1,0,0
1638,1,0,1,1,0.943661971830986,1,1,0,1,1,0,0,0,1,0.6582089552238807,0.6609681513962613,0,1,0,0,0,1,0,1,0,0
6319,0,1,1,0,0.7464788732394366,0,0,0,0,0,0,0,0,1,0.06666666666666665,0.1553138702977152,1,0,0,1,0,0,1,0,0,0
5302,1,0,1,1,0.1267605633802817,1,0,0,1,0,1,0,1,1,0.4701492537313433,0.06901684744980384,1,0,0,1,0,0,0,0,1,0
1132,1,1,1,0,0.14084507042253522,1,1,0,0,1,1,1,1,1,0.8537313432835821,0.12864643434110318,0,1,0,1,0,0,1,0,0,0
197,0,0,0,0,0.8169014084507042,1,1,0,1,1,1,1,1,1,0.92636815920398,0.7501673205631203,0,1,0,1,0,0,0,0,1,0
31,0,1,1,0,0.014084507042253521,1,0,0,0,1,0,1,1,1,0.7686567164179104,0.01879183014078006,0,1,0,1,0,0,0,1,0,0
1354,1,0,0,0,0.23943661971830985,1,1,0,0,0,1,1,0,1,0.6975124378109452,0.1869951534733441,0,1,0,1,0,0,0,0,1,0
5691,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.005700438495268867,0,0,1,0,1,0,0,0,0,1
5954,0,0,0,0,0.26760563380281693,0,0,1,1,1,1,1,0,1,0.3656716417910447,0.13232748672974845,1,0,0,1,0,0,0,1,0,0
2897,0,0,0,0,0.5915492957746479,1,1,0,0,0,0,0,0,0,0.081592039800995,0.1259231479344565,0,0,1,0,0,1,1,0,0,0
4406,1,0,0,0,0.5070422535211268,1,1,1,1,1,1,1,0,1,0.6034825870646766,0.34135125778906067,1,0,0,1,0,0,0,1,0,0
5073,1,0,0,1,0.295774647887324,0,0,0,0,1,0,1,1,1,0.31044776119402984,0.11684744980383108,1,0,0,0,1,0,0,1,0,0
2817,1,0,1,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.023880597014925342,0.09886337410570044,0,0,1,0,0,1,0,1,0,0
4707,0,0,0,1,0.676056338028169,1,1,1,1,1,0,1,1,1,0.9049751243781096,0.6083141010846989,0,1,0,0,1,0,0,1,0,0
6192,1,1,0,0,0.23943661971830985,1,0,0,1,0,0,0,0,1,0.5616915422885572,0.1472190168474498,0,1,0,1,0,0,0,0,1,0
3434,1,0,0,0,0.14084507042253522,1,0,1,0,0,1,0,0,1,0.36169154228855727,0.06912647126702055,1,0,0,0,1,0,0,0,0,1
5906,1,1,0,0,0.18309859154929578,1,1,0,1,0,0,0,0,1,0.6039800995024875,0.1249769213016386,0,1,0,1,0,0,0,0,1,0
2414,1,0,1,0,0.33802816901408456,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.056438956842834065,0,0,1,0,1,0,1,0,0,0
3590,1,0,1,0,0.6901408450704226,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.1066582044772675,0,0,1,0,1,0,1,0,0,0
148,0,0,0,1,0.4084507042253521,1,0,0,1,1,0,1,0,0,0.46019900497512434,0.22053427186706673,1,0,0,0,1,0,0,1,0,0
3579,0,0,1,1,0.5492957746478874,1,1,0,0,1,0,0,0,1,0.6263681592039801,0.3777405954304177,0,1,0,1,0,0,0,0,1,0
4389,0,0,0,0,0.4084507042253521,1,1,1,0,0,0,1,1,1,0.8174129353233831,0.3366547426725133,0,1,0,1,0,0,1,0,0,0
1930,0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.02238805970149252,0.00671013154858066,0,0,1,1,0,0,0,0,1,0
3166,0,0,1,0,0.18309859154929578,1,0,0,0,0,1,0,0,0,0.3039800995024875,0.07449803831063928,1,0,0,1,0,0,1,0,0,0
5815,0,1,0,0,0.11267605633802817,1,1,0,0,0,0,0,1,1,0.6646766169154228,0.08397184398799909,0,1,0,1,0,0,0,0,1,0
238,1,1,0,0,0.14084507042253522,1,0,0,1,0,0,1,1,1,0.763681592039801,0.1271059312254789,0,1,0,1,0,0,0,0,1,0
5377,0,0,0,0,0.04225352112676056,1,0,0,0,0,1,1,0,1,0.4283582089552238,0.026609739210708517,1,0,0,1,0,0,0,0,1,0
2733,1,0,1,0,0.0,1,0,0,0,0,0,1,0,1,0.3686567164179104,0.004211862450957765,1,0,0,1,0,0,0,0,0,1
6293,0,0,0,1,0.28169014084507044,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.04364181860143088,0,0,1,0,0,1,0,0,0,1
3673,0,0,0,0,0.5774647887323944,1,1,0,1,0,0,1,1,1,0.8308457711442786,0.49095891991691665,0,1,0,1,0,0,0,0,1,0
5832,0,0,1,1,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.5194029850746269,0.16756865912762522,0,1,0,1,0,0,0,0,1,0
1521,0,0,0,0,0.5070422535211268,1,1,1,1,1,1,0,0,0,0.4895522388059702,0.27977152088622204,1,0,0,0,1,0,0,0,1,0
453,1,0,1,1,0.3802816901408451,1,0,0,0,0,0,0,1,1,0.6248756218905472,0.25482344795753514,0,1,0,1,0,0,0,0,1,0
4886,1,0,0,0,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.017810985460420033,0,0,1,0,1,0,0,0,0,1
675,0,1,0,0,0.9014084507042254,1,1,1,0,1,1,1,1,1,0.9164179104477611,0.8339891530117701,0,1,0,0,0,1,0,0,1,0
4223,0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.517910447761194,0.023263327948303717,0,1,0,1,0,0,0,0,0,1
3575,0,0,0,0,0.8169014084507042,0,0,0,0,0,1,1,1,1,0.33283582089552244,0.3446803600276945,1,0,0,1,0,0,0,0,1,0
2380,0,0,1,1,0.8309859154929577,1,1,0,1,0,1,1,1,1,0.8507462686567163,0.6867239787675975,0,1,0,1,0,0,1,0,0,0
2680,0,0,1,1,0.9859154929577465,1,0,1,1,1,1,1,1,0,0.6686567164179105,0.6936418186014308,1,0,0,0,0,1,1,0,0,0
1537,1,0,1,1,1.0,1,1,0,1,0,1,1,1,1,0.6039800995024875,0.659052619432264,1,0,0,0,0,1,0,0,1,0
852,0,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,0,0,0.06567164179104479,0.004984998846065082,0,0,1,1,0,0,0,0,0,1
3759,0,0,0,0,0.08450704225352114,1,1,0,0,1,0,1,0,1,0.707462686567164,0.07074198015231942,0,1,0,1,0,0,0,1,0,0
5396,1,0,0,1,0.47887323943661975,1,0,0,0,0,0,0,0,1,0.01840796019900498,0.07220170782367875,0,0,1,0,1,0,0,1,0,0
5932,0,0,1,0,0.056338028169014086,1,0,0,0,1,0,1,1,1,0.7582089552238807,0.05530810062312486,0,1,0,1,0,0,0,0,1,0
3872,0,0,1,1,0.11267605633802817,1,0,0,0,1,1,1,1,0,0.8442786069651741,0.10981421647819065,0,1,0,1,0,0,0,0,1,0
2078,0,0,1,1,0.2112676056338028,1,0,1,1,0,0,0,0,1,0.3741293532338309,0.09681513962612509,1,0,0,0,1,0,0,0,0,1
4261,0,0,0,0,0.7887323943661972,1,0,0,1,0,1,0,0,1,0.3621890547263681,0.3595545811216247,1,0,0,0,1,0,0,0,0,1
5651,1,0,1,0,0.5774647887323944,1,1,0,0,1,1,0,0,1,0.6572139303482587,0.41190860835448884,0,1,0,1,0,0,0,0,1,0
3153,1,0,0,0,0.3098591549295775,1,1,1,0,0,0,0,0,0,0.3597014925373134,0.14198592199399954,1,0,0,1,0,0,0,0,1,0
1362,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.5169154228855721,0.025288483729517655,0,1,0,1,0,0,0,0,1,0
6552,1,1,0,0,0.014084507042253521,1,0,0,0,0,0,0,1,1,0.6119402985074627,0.016224324948072927,0,1,0,1,0,0,1,0,0,0
6731,1,0,0,0,0.323943661971831,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.052088622201707825,0,0,1,0,0,1,1,0,0,0
318,0,1,1,0,0.323943661971831,1,0,0,0,1,0,1,1,1,0.7452736318407961,0.2552792522501731,0,1,0,1,0,0,0,0,1,0
6357,0,0,1,0,0.9014084507042254,1,1,1,1,1,0,0,0,0,0.7114427860696517,0.6636048926840526,0,1,0,0,1,0,0,0,1,0
2049,1,0,1,0,0.9577464788732395,1,1,0,1,1,0,0,0,1,0.6681592039800995,0.6751211631663974,0,1,0,1,0,0,1,0,0,0
715,0,0,0,0,0.6338028169014085,1,1,1,0,0,0,1,0,1,0.7054726368159204,0.4877394414954997,0,1,0,1,0,0,0,1,0,0
5334,1,0,1,1,0.676056338028169,1,1,0,1,1,1,1,1,1,0.8925373134328359,0.6086314331871683,0,1,0,0,0,1,1,0,0,0
4942,0,0,1,1,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.3248756218905472,0.023863374105700438,1,0,0,1,0,0,0,0,1,0
3360,0,0,0,0,0.16901408450704225,1,0,0,0,1,0,1,0,1,0.6462686567164179,0.12021693976459727,0,1,0,1,0,0,0,0,1,0
839,0,0,0,0,0.6056338028169015,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.1023251788599123,0,0,1,0,0,1,0,1,0,0
6694,0,0,1,1,0.09859154929577466,1,1,1,1,0,1,0,1,1,0.5761194029850747,0.07235171936302792,1,0,0,0,0,1,0,1,0,0
3141,0,1,0,0,0.014084507042253521,1,0,0,1,1,1,0,1,1,0.7646766169154228,0.01863027925225017,0,1,0,1,0,0,0,1,0,0
5636,0,0,1,0,0.18309859154929578,0,0,0,0,0,0,1,1,0,0.2796019900497512,0.0748788368336026,1,0,0,1,0,0,0,0,1,0
2035,1,0,0,1,0.5915492957746479,1,0,1,1,0,0,0,1,1,0.454726368159204,0.3136683591045465,1,0,0,1,0,0,0,0,1,0
2473,1,0,1,1,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.01159704592660974,0,0,1,1,0,0,0,0,0,1
4099,1,0,0,0,0.07042253521126761,0,0,1,0,0,0,0,0,0,0.11144278606965174,0.016460881606277403,1,0,0,1,0,0,1,0,0,0
2247,1,0,0,0,0.5492957746478874,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.09363604892684053,0,0,1,0,0,1,0,1,0,0
4547,0,0,1,1,0.8591549295774649,1,1,1,1,0,0,1,1,1,0.8681592039800995,0.7464112624048004,0,1,0,1,0,0,0,0,1,0
3863,0,0,1,0,0.22535211267605634,1,1,0,1,1,0,1,1,1,0.8388059701492537,0.19890376182783293,0,1,0,1,0,0,0,0,1,0
5536,0,0,0,0,0.11267605633802817,0,0,0,0,0,0,1,0,1,0.16368159203980104,0.03199861527809832,1,0,0,1,0,0,0,1,0,0
5196,1,1,0,0,0.9154929577464789,1,1,0,1,1,0,1,1,0,0.8940298507462686,0.8331179321486268,0,1,0,0,1,0,1,0,0,0
5591,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,1,1,1,0.6985074626865672,0.04060120009231479,0,1,0,1,0,0,0,0,1,0
3010,0,1,0,1,0.5211267605633804,1,1,1,0,0,0,0,0,1,0.618905472636816,0.36277982921763213,0,1,0,1,0,0,0,0,0,1
5688,0,0,1,1,0.5633802816901409,1,0,0,0,0,0,0,0,1,0.01741293532338306,0.09935379644588045,0,0,1,0,0,1,0,0,0,1
6606,1,0,1,0,0.5211267605633804,1,1,0,0,1,1,1,1,1,0.86318407960199,0.462450957765982,0,1,0,1,0,0,0,0,1,0
6943,1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0.12189054726368159,0.001350103854142626,1,0,0,1,0,0,1,0,0,0
3008,1,0,0,0,0.14084507042253522,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.02228825294253404,0,0,1,0,1,0,0,0,0,1
2489,1,0,1,1,0.943661971830986,1,1,1,1,1,1,0,1,1,0.5990049751243781,0.6132644818832218,1,0,0,0,1,0,0,0,1,0
2580,1,1,0,1,0.4084507042253521,1,1,0,0,0,1,1,1,1,0.8263681592039801,0.34106854373413337,0,1,0,1,0,0,0,0,1,0
6878,1,0,0,0,0.07042253521126761,1,0,0,0,0,0,1,1,1,0.708955223880597,0.06398569120701593,0,1,0,1,0,0,0,0,1,0
3460,1,0,1,0,0.6619718309859155,1,0,0,0,1,1,1,1,1,0.8139303482587064,0.5556427417493653,0,1,0,1,0,0,0,1,0,0
4399,1,0,0,0,0.9154929577464789,1,1,1,1,1,1,0,1,1,0.8442786069651741,0.7588506808216017,0,1,0,1,0,0,1,0,0,0
5165,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5114427860696518,0.005867759058389107,0,1,0,1,0,0,0,0,1,0
5483,1,0,1,0,0.7605633802816901,1,1,0,0,1,0,0,0,1,0.5920398009950248,0.512272097853681,0,1,0,1,0,0,0,0,1,0
5731,1,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.01641791044776117,0.020845834294945763,0,0,1,1,0,0,0,0,0,1
6844,0,0,0,0,0.3943661971830986,1,0,0,1,0,1,1,0,0,0.7104477611940299,0.30058273713362565,0,1,0,1,0,0,0,0,0,1
3967,1,0,1,0,0.4366197183098592,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.06628202169397647,0,0,1,0,1,0,0,0,0,1
7,1,0,0,0,0.1267605633802817,0,0,1,0,0,0,0,0,0,0.11442786069651739,0.032667897530579276,1,0,0,1,0,0,0,0,0,1
1966,0,1,0,0,0.323943661971831,1,1,0,1,0,0,0,0,0,0.363681592039801,0.1468382183244865,1,0,0,1,0,0,0,1,0,0
3489,1,0,1,0,0.35211267605633806,1,1,1,1,1,1,1,1,1,0.7149253731343282,0.26468382183244865,1,0,0,0,1,0,0,1,0,0
947,1,1,1,1,0.4366197183098592,1,1,0,0,1,0,1,0,1,0.7273631840796019,0.33207362104777294,0,1,0,1,0,0,0,0,0,1
4262,0,1,0,0,0.014084507042253521,1,0,1,0,1,0,1,0,0,0.4791044776119403,0.008741057004384954,1,0,0,1,0,0,1,0,0,0
736,1,0,0,0,0.4084507042253521,1,1,0,1,1,1,1,1,0,0.9174129353233832,0.38175051927071313,0,1,0,0,1,0,0,1,0,0
1424,1,0,0,1,0.6619718309859155,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.1059196861297023,0,0,1,0,1,0,0,0,0,1
1561,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.564179104477612,0.006479344564966536,0,1,0,1,0,0,0,0,1,0
156,1,0,0,0,0.295774647887324,1,1,0,0,0,0,1,0,1,0.6557213930348259,0.208071774751904,0,1,0,1,0,0,1,0,0,0
4610,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9905472636815921,0.9999999999999999,0,1,0,0,1,0,1,0,0,0
4446,0,1,0,0,0.02816901408450704,1,0,0,0,0,0,1,0,1,0.6134328358208956,0.027936764366489727,0,1,0,1,0,0,0,0,1,0
5137,0,1,0,0,0.7605633802816901,1,1,1,1,1,1,1,1,1,0.9776119402985074,0.7343353334871914,0,1,0,1,0,0,0,0,1,0
4618,0,1,0,0,0.04225352112676056,1,0,0,0,1,0,1,1,1,0.7611940298507462,0.04657281329333026,0,1,0,1,0,0,0,0,1,0
5420,0,0,1,0,0.971830985915493,1,1,1,1,1,1,1,1,0,0.9557213930348257,0.9491691668589891,0,1,0,0,0,1,0,1,0,0
552,0,0,1,1,0.7605633802816901,1,0,0,0,0,0,0,0,0,0.010945273631840807,0.1309081467805216,0,0,1,0,0,1,1,0,0,0
4433,1,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.5711442786069653,0.03271982460189246,0,1,0,1,0,0,0,0,1,0
2625,0,0,0,0,0.7746478873239437,1,1,1,1,0,0,0,0,1,0.6781094527363184,0.5658435264251096,0,1,0,1,0,0,0,0,1,0
910,0,1,0,0,0.1267605633802817,1,0,0,1,0,0,0,0,1,0.5432835820895522,0.07729633048696054,0,1,0,1,0,0,0,0,1,0
5441,1,0,1,0,0.971830985915493,1,1,1,0,1,1,0,0,0,0.46815920398009947,0.547074774982691,1,0,0,0,0,1,0,1,0,0
6102,1,0,1,0,0.8873239436619719,1,1,1,0,1,1,1,1,1,0.664179104477612,0.6306946688206785,1,0,0,0,0,1,0,1,0,0
1217,0,0,1,0,0.8591549295774649,1,1,0,0,0,0,0,0,1,0.05472636815920398,0.16478190630048467,0,0,1,0,1,0,0,1,0,0
1690,0,0,1,1,0.971830985915493,1,1,1,1,0,0,1,0,1,0.7890547263681591,0.7673955688899147,0,1,0,1,0,0,0,1,0,0
5117,1,0,0,0,0.9154929577464789,0,0,1,0,1,1,1,1,1,0.42885572139303485,0.4817216708977613,1,0,0,0,0,1,1,0,0,0
5746,1,0,0,0,0.1267605633802817,1,1,0,1,0,0,0,0,1,0.6243781094527363,0.09222824832679437,0,1,0,1,0,0,0,1,0,0
5278,1,0,1,1,0.7746478873239437,1,1,1,0,1,1,1,1,1,0.908955223880597,0.6847680590814678,0,1,0,1,0,0,0,0,0,1
1975,0,0,0,0,0.28169014084507044,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.04288022155550427,0,0,1,0,0,1,0,0,0,1
4726,1,0,1,0,1.0,0,0,1,1,1,0,0,1,1,0.3079601990049751,0.4110489268405262,1,0,0,0,0,1,0,0,1,0
1995,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5144278606965175,0.005902377105931225,0,1,0,1,0,0,0,0,1,0
3097,0,0,0,1,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.0027809831525501963,0,0,1,1,0,0,0,0,0,1
2839,1,0,1,1,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.08696053542580198,0,0,1,0,0,1,1,0,0,0
1683,0,0,1,1,0.3098591549295775,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.047063235633510274,0,0,1,0,0,1,0,1,0,0
2982,0,0,1,1,0.7183098591549296,1,0,0,0,0,0,0,0,1,0.025870646766169153,0.12148626817447496,0,0,1,0,1,0,0,1,0,0
2307,1,0,1,1,0.11267605633802817,1,0,0,1,0,1,1,0,1,0.47114427860696506,0.06629356104315716,1,0,0,0,1,0,0,0,0,1
565,0,0,1,1,0.9859154929577465,1,0,1,0,1,1,0,1,1,0.5233830845771144,0.5717285945072698,1,0,0,0,0,1,0,1,0,0
5056,1,0,1,1,1.0,1,1,1,0,1,1,1,1,0,0.6611940298507463,0.6779483037156704,1,0,0,0,0,1,0,1,0,0
5184,1,0,1,0,0.943661971830986,1,1,1,1,0,0,0,0,1,0.6611940298507463,0.6568486037387492,0,1,0,0,0,1,1,0,0,0
5677,0,0,1,0,0.5492957746478874,1,0,0,1,1,0,0,0,0,0.6223880597014925,0.35932956381260095,0,1,0,0,1,0,0,0,1,0
2451,0,0,1,1,0.3802816901408451,1,1,1,1,0,0,1,1,0,0.8741293532338307,0.3264020309254558,0,1,0,0,1,0,0,0,1,0
2960,0,0,0,0,0.295774647887324,1,1,1,0,0,0,1,1,1,0.8208955223880597,0.23957996768982232,0,1,0,1,0,0,0,0,1,0
6773,0,1,1,0,0.5070422535211268,1,1,0,0,0,0,1,1,1,0.7388059701492538,0.3986383567966767,0,1,0,1,0,0,0,0,1,0
6678,0,0,0,1,0.25352112676056343,1,0,0,0,0,0,0,0,0,0.025870646766169153,0.05177705977382876,0,0,1,0,0,1,0,1,0,0
921,0,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.027296330486960535,0,0,1,1,0,0,0,0,0,1
729,0,0,0,0,0.9014084507042254,1,1,0,1,1,1,0,1,1,0.5567164179104478,0.552371336256635,1,0,0,0,0,1,0,1,0,0
6066,0,0,0,0,0.014084507042253521,1,0,0,0,1,0,1,1,0,0.7631840796019901,0.01838218324486499,0,1,0,1,0,0,0,0,1,0
1739,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5139303482587065,0.0058966074313408735,0,1,0,1,0,0,0,0,1,0
1718,1,0,0,0,0.22535211267605634,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.03512000923147934,0,0,1,0,1,0,1,0,0,0
721,0,0,1,1,0.8450704225352113,1,0,0,0,0,0,0,0,0,0.02288557213930348,0.14852873297945998,0,0,1,0,0,1,0,1,0,0
3042,0,0,0,0,0.6338028169014085,0,0,0,1,0,0,0,0,0,0.11990049751243781,0.1570851603969536,1,0,0,1,0,0,1,0,0,0
691,0,0,1,1,0.4225352112676057,1,1,1,1,0,1,0,1,1,0.5671641791044776,0.26837064389568427,1,0,0,0,1,0,1,0,0,0
4971,1,0,0,0,0.23943661971830985,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.04274751903992615,0,0,1,1,0,0,0,0,0,1
699,0,0,1,1,1.0,1,1,1,0,1,1,0,0,1,0.48009950248756217,0.5530579275328872,1,0,0,0,0,1,0,1,0,0
3964,1,0,1,1,0.943661971830986,1,1,1,0,1,1,1,1,0,0.9303482587064676,0.8645857373644127,0,1,0,0,0,1,0,1,0,0
390,1,0,0,0,0.36619718309859156,1,1,0,0,0,0,1,1,1,0.7696517412935323,0.2973055619663051,0,1,0,1,0,0,1,0,0,0
5156,0,0,0,0,0.22535211267605634,1,0,1,1,0,0,0,0,0,0.37661691542288556,0.10710246942072468,1,0,0,0,1,0,0,0,0,1
2541,1,0,1,1,1.0,0,0,1,0,1,0,1,1,1,0.353731343283582,0.45391760904684975,1,0,0,0,0,1,0,1,0,0
5402,1,0,1,1,0.11267605633802817,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.019882298638356794,0,0,1,0,0,1,0,0,0,1
4833,1,0,0,0,0.5633802816901409,1,0,0,0,0,0,0,0,1,0.014925373134328346,0.09094738056773599,0,0,1,0,1,0,0,0,0,1
5096,0,0,1,1,0.9859154929577465,1,1,1,1,1,1,1,1,0,0.6825870646766168,0.7206323563351027,1,0,0,0,0,1,1,0,0,0
4884,1,0,1,1,0.5633802816901409,1,0,0,0,1,0,1,1,1,0.7626865671641792,0.4418647588276021,0,1,0,1,0,0,1,0,0,0
2,0,0,0,0,0.014084507042253521,1,0,1,1,0,0,0,0,1,0.35422885572139307,0.010310408492960998,1,0,0,1,0,0,0,0,0,1
1882,0,0,1,1,0.3943661971830986,1,0,1,0,0,0,0,1,1,0.4174129353233831,0.20947957535195016,1,0,0,1,0,0,0,0,0,1
525,0,0,0,0,0.7183098591549296,1,0,1,0,1,0,1,0,0,0.7263681592039801,0.5445995845834295,0,1,0,0,1,0,0,0,1,0
3688,1,0,0,0,0.5633802816901409,1,1,0,0,1,0,1,1,0,0.7940298507462686,0.45831987075928915,0,1,0,1,0,0,1,0,0,0
2462,0,0,0,1,0.0,1,0,1,1,0,1,0,1,1,0.5194029850746269,0.005960073851834756,1,0,0,1,0,0,1,0,0,0
2602,1,0,1,1,0.8873239436619719,1,1,0,1,1,1,1,1,1,0.927363184079602,0.836389337641357,0,1,0,0,1,0,0,0,1,0
4320,0,0,1,0,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.025870646766169153,0.1755077313639511,0,0,1,0,1,0,0,0,1,0
2582,1,0,0,1,0.15492957746478872,1,1,0,1,1,0,1,1,1,0.8661691542288558,0.145032310177706,0,1,0,1,0,0,0,0,1,0
2585,1,0,0,0,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.09168012924071083,0,0,1,0,0,1,0,0,0,1
1452,0,1,0,0,0.7183098591549296,0,0,1,0,0,0,1,1,1,0.3039800995024875,0.2926667435956612,1,0,0,1,0,0,0,1,0,0
1850,1,1,1,0,0.647887323943662,1,1,1,1,1,0,0,0,1,0.4895522388059702,0.37309023771059313,1,0,0,1,0,0,0,1,0,0
956,1,0,1,1,0.9859154929577465,1,1,0,0,0,0,0,0,0,0.07164179104477608,0.20707939072236325,0,0,1,0,0,1,1,0,0,0
1886,0,0,1,1,0.9295774647887325,1,0,1,0,1,1,0,0,1,0.4194029850746268,0.45406185091160856,1,0,0,0,0,1,1,0,0,0
2822,1,0,1,1,0.5633802816901409,1,1,1,1,1,1,0,1,0,0.6134328358208956,0.3816524348026771,1,0,0,1,0,0,0,1,0,0
452,0,0,1,0,0.8309859154929577,0,0,0,1,1,1,1,1,1,0.4174129353233831,0.41121624740364643,1,0,0,1,0,0,1,0,0,0
4812,1,0,0,0,0.11267605633802817,1,0,0,1,0,1,1,0,0,0.4776119402985074,0.0694380336948996,1,0,0,1,0,0,0,0,0,1
1106,1,0,0,0,0.8732394366197184,1,1,0,1,0,0,1,1,0,0.7880597014925373,0.7193861066235865,0,1,0,0,0,1,1,0,0,0
5717,0,1,1,0,0.9577464788732395,0,0,1,1,0,0,1,1,0,0.38109452736318405,0.4539406877452112,1,0,0,0,0,1,0,1,0,0
5172,0,0,0,0,0.7464788732394366,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.13049273021001617,0,0,1,0,0,1,0,0,0,1
6308,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.5184079601990049,0.013899146088160626,0,1,0,1,0,0,0,0,1,0
5650,0,0,1,1,0.5352112676056339,1,0,1,1,1,0,0,0,0,0.4134328358208955,0.26829563812600965,1,0,0,0,1,0,0,0,1,0
6733,0,0,0,0,0.36619718309859156,1,0,1,0,0,0,0,0,0,0.31940298507462683,0.1606912070159243,1,0,0,1,0,0,0,0,0,1
4417,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.5194029850746269,0.005960073851834756,0,1,0,1,0,0,0,0,0,1
857,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0.32388059701492533,0.0036925917378259863,1,0,0,1,0,0,0,0,1,0
